국회의원코드,의원이름(한자),의원이름(한글),경력대수,경력대수코드,의원이력,활동기간
T7T8359U,柳珍山,유진산,제4대,100004,제4대 민주당 충남 금산군,1958.05.31 ~ 1960.07.28
MT56949U,柳靑,유청,제4대,100004,제4대 민주당 전북 전주시갑,1958.05.31 ~ 1960.07.28
LHU9314W,尹潭,윤담,제4대,100004,제4대 민주당 충남 논산을,1958.05.31 ~ 1960.07.28
2GC8915B,尹明運,윤명운,제4대,100004,제4대 민주당 서울 영등포구갑,1958.05.31 ~ 1960.07.28
N618979E,尹炳求,윤병구,제4대,100004,제4대 자유당 충남 예산군,1958.05.31 ~ 1960.07.28
01B9062T,尹潽善,윤보선,제4대,100004,제4대 민주당 서울 종로구갑,1958.05.31 ~ 1960.07.28
LOB2889Z,尹珹淳,윤성순,제4대,100004,제4대 자유당 경기 포천군,1958.05.31 ~ 1960.07.01
C9D12588,尹鏞球,윤용구,제4대,100004,제4대 자유당 경북 청송,1958.05.31 ~ 1960.07.28
5PO5280B,尹在根,윤재근,제4대,100004,제4대 무소속 경기 강화군,1958.05.31 ~ 1960.07.28
J2O5434U,尹濟述,윤제술,제4대,100004,제4대 민주당 전북 김제군을,1958.05.31 ~ 1960.07.28
MO49364U,尹宅重,윤택중,제4대,100004,제4대 민주당 전북 익산을,1958.05.31 ~ 1960.07.28
FJU47480,尹亨南,윤형남,제4대,100004,제4대 민주당 전남 순천시,1958.05.31 ~ 1960.07.28
SDZ7941A,李甲植,이갑식,제4대,100004,제4대 자유당 전남 구례,1958.05.31 ~ 1960.07.28
K7142284,李起鵬,이기붕,제4대,100004,제4대 자유당 경기 이천,1958.05.31 ~ 1960.04.28
LAU31661,李東根,이동근,제4대,100004,제4대 자유당 강원 양양,1958.05.31 ~ 1960.07.28
MFB7723Q,李東寧,이동녕,제4대,100004,제4대 자유당 경북 문경시,1958.05.31 ~ 1960.07.28
D8373373,李晩雨,이만우,제4대,100004,"제4대 민주당 경남 부산시,영도을",1958.05.31 ~ 1960.07.28
8V29157I,李敏雨,이민우,제4대,100004,제4대 민주당 충북 청주,1958.05.31 ~ 1960.07.28
CAE94180,李敏祐,이민우,제4대,100004,제4대 자유당 충남 아산,1958.05.31 ~ 1960.07.28
7VF3231Q,李炳夏,이병하,제4대,100004,제4대 민주당 경북 대구시을,1958.05.31 ~ 1960.07.28
YGH3293F,李社炯,이사형,제4대,100004,제4대 무소속 전남 나주갑,1958.05.31 ~ 1960.07.28
EOL6751H,李相龍,이상용,제4대,100004,"제4대 자유당 경남 부산시,서구갑",1958.05.31 ~ 1960.07.28
VVR9014X,李成株,이성주,제4대,100004,제4대 자유당 경기 고양,1958.05.31 ~ 1960.07.28
AON8506Y,李淳熙,이순희,제4대,100004,제4대 자유당 경북 대구을,1958.05.31 ~ 1958.09.20
Z032043S,李榮彦,이영언,제4대,100004,"제4대 자유당 경남 부산시,영도갑",1958.05.31 ~ 1960.07.28
S326239W,李榮俊,이영준,제4대,100004,제4대 민주당 서울 동대문구을,1958.05.31 ~ 1960.07.28
R4T6466C,李泳熙,이영희,제4대,100004,제4대 자유당 경남 의령,1958.05.31 ~ 1960.07.28
RSC7577M,李玉童,이옥동,제4대,100004,제4대 무소속 전북 진안,1958.05.31 ~ 1960.07.28
IER8832Z,李龍範,이용범,제4대,100004,제4대 자유당 경남 창원을,1958.05.31 ~ 1960.07.28
7CO67428,李雨출,이우출,제4대,100004,제4대 자유당 경북 대구병,1958.05.31 ~ 1958.12.24
XA21105I,李原長,이원장,제4대,100004,제4대 자유당 충남 보령군,1958.05.31 ~ 1960.07.01
NMR71818,李恩泰,이은태,제4대,100004,제4대 자유당 전남 여천,1958.05.31 ~ 1960.07.01
BZW28305,李益興,이익흥,제4대,100004,제4대 자유당 경기 연천,1958.05.31 ~ 1960.05.31
VLY2436D,李在鶴,이재학,제4대,100004,제4대 자유당 강원 홍천군,1958.05.31 ~ 1960.05.26
J5Y32067,李在賢,이재현,제4대,100004,제4대 무소속 경남 삼천포시,1958.05.31 ~ 1960.07.28
QCI6988T,李載灐,이재형,제4대,100004,제4대 무소속 경기 시흥시,1958.05.31 ~ 1960.07.28
QA449734,李政烋,이정휴,제4대,100004,제4대 자유당 전남 광산,1958.05.31 ~ 1960.07.28
RN26636V,李正熙,이정희,제4대,100004,제4대 자유당 경북 영주,1960.01.23 ~ 1960.07.28
RN26636V,李正熙,이정희,제4대,100004,제4대 자유당 경북 영주군,1958.05.31 ~ 1959.12.09
8EZ7714G,李存華,이존화,제4대,100004,제4대 자유당 전북 완주갑,1958.05.31 ~ 1960.05.03
D8D7799M,李鍾南,이종남,제4대,100004,"제4대 민주당 경남 부산시,진구갑",1958.05.31 ~ 1960.07.28
6DA2612K,李鍾壽,이종수,제4대,100004,제4대 자유당 경남 김해을,1958.05.31 ~ 1960.07.28
CBX7958F,李鍾駿,이종준,제4대,100004,제4대 자유당 경북 월성을,1959.06.23 ~ 1960.07.28
CBX7958F,李鍾駿,이종준,제4대,100004,제4대 자유당 경북 월성군을,1958.05.31 ~ 1959.05.08
6PV4212U,李哲承,이철승,제4대,100004,제4대 민주당 전북 전주을,1958.05.31 ~ 1960.07.28
E0N2954V,李泰鎔,이태용,제4대,100004,제4대 민주당 충북 제천,1958.05.31 ~ 1960.07.28
3VM6038Y,李弼鎬,이필호,제4대,100004,제4대 민주당 전남 광주을 ,1958.05.31 ~ 1960.07.28
SC99825C,李協雨,이협우,제4대,100004,제4대 자유당 경북 월성군갑,1958.05.31 ~ 1960.07.28
KJT7673K,李炯模,이형모,제4대,100004,제4대 자유당 전남 승주,1958.05.31 ~ 1960.07.28
3MF9619J,印泰植,인태식,제4대,100004,제4대 자유당 충남 당진갑,1958.05.31 ~ 1960.07.28
ZM34982S,林文碩,임문석,제4대,100004,제4대 민주당 경북 대구시병,1958.12.31 ~ 1960.07.28
32269259,林佑永,임우영,제4대,100004,제4대 자유당 강원 춘성,1958.05.31 ~ 1960.07.28
4UE4157N,林次周,임차주,제4대,100004,제4대 자유당 전북 순창군,1958.05.31 ~ 1960.07.28
W0161308,任哲鎬,임철호,제4대,100004,제4대 자유당 충남 부여을 ,1958.05.31 ~ 1960.05.26
QEO2121V,張璟根,장경근,제4대,100004,제4대 자유당 경기 부천,1958.05.31 ~ 1960.05.03
CRD1721O,張錫潤,장석윤,제4대,100004,제4대 자유당 강원 횡성,1958.05.31 ~ 1960.07.28
JKP8632F,張澤相,장택상,제4대,100004,제4대 무소속 경북 칠곡군,1958.05.31 ~ 1960.07.28
A5W54096,田萬重,전만중,제4대,100004,제4대 자유당 경북 울진,1958.05.31 ~ 1960.07.28
YEO34976,田泳奭,전영석,제4대,100004,제4대 민주당 충남 서산갑,1958.05.31 ~ 1960.07.28
BYD7230K,全亨山,전형산,제4대,100004,제4대 자유당 강원 인제군,1959.06.05 ~ 1960.07.28
4FO16446,丁奎祥,정규상,제4대,100004,제4대 자유당 강원 영월,1958.05.31 ~ 1960.07.28
FOL5413T,鄭樂勳,정낙훈,제4대,100004,제4대 자유당 충남 대전갑,1958.05.31 ~ 1960.07.28
F9B30304,鄭南澤,정남택,제4대,100004,제4대 자유당 경북 고령,1958.05.31 ~ 1960.07.28
BL032432,丁大天,정대천,제4대,100004,제4대 자유당 경기 파주,1958.05.31 ~ 1960.07.28
Z457542X,丁明燮,정명섭,제4대,100004,제4대 자유당 전남 나주군을,1958.05.31 ~ 1960.07.28
ONF9011U,鄭文欽,정문흠,제4대,100004,제4대 자유당 경북 봉화군,1958.05.31 ~ 1960.07.28
XHC5124Q,鄭商熙,정상희,제4대,100004,제4대 자유당 충북 중원군,1958.05.31 ~ 1960.07.28
3ZY8842T,鄭成太,정성태,제4대,100004,제4대 민주당 전남 광주갑,1958.05.31 ~ 1960.07.28
QI74844U,鄭世煥,정세환,제4대,100004,제4대 무소속 전북 고창갑,1958.05.31 ~ 1960.07.28
KDN5814A,鄭雲甲,정운갑,제4대,100004,제4대 자유당 충북 진천군,1958.05.31 ~ 1960.07.28
Q699375L,鄭一亨,정일형,제4대,100004,제4대 민주당 서울 중구을,1958.05.31 ~ 1960.07.28
Q5O2470M,鄭在浣,정재완,제4대,100004,제4대 민주당 전남 여수,1958.05.31 ~ 1960.07.28
PLP9092A,鄭載元,정재원,제4대,100004,제4대 자유당 경북 예천,1958.05.31 ~ 1960.07.28
A7I4124C,鄭存秀,정존수,제4대,100004,제4대 자유당 경기 평택군,1958.05.31 ~ 1960.05.26
9G19731F,鄭濬,정준,제4대,100004,제4대 무소속 경기 김포군,1958.05.31 ~ 1960.07.28
2GQ2527Q,鄭準謨,정준모,제4대,100004,제4대 자유당 전북 장수,1958.05.31 ~ 1960.07.28
KUY49253,鄭重燮,정중섭,제4대,100004,제4대 민주당 전남 목포,1958.05.31 ~ 1960.07.28
ENI83018,鄭憲柱,정헌주,제4대,100004,제4대 민주당 경남 사천군,1958.05.31 ~ 1960.07.28
8PS6768V,趙瓊奎,조경규,제4대,100004,제4대 자유당 경남 함안군,1958.05.31 ~ 1960.07.28
FHI5498F,趙洸熙,조광희,제4대,100004,제4대 자유당 경북 상주갑,1958.05.31 ~ 1960.06.28
12C72662,趙炳玉,조병옥,제4대,100004,제4대 민주당 서울 성동구을,1958.05.31 ~ 1960.02.15
Z663618L,趙淳,조순,제4대,100004,제4대 자유당 전남 곡성군,1958.05.31 ~ 1960.07.28
OI72712W,曺泳珪,조영규,제4대,100004,제4대 민주당 전남 영광군,1958.05.31 ~ 1960.07.28
GT79562G,趙一載,조일재,제4대,100004,제4대 민주당 경남 동래군,1958.05.31 ~ 1960.07.28
8J552129,曺逸煥,조일환,제4대,100004,제4대 민주당 경북 대구시무,1958.05.31 ~ 1960.07.28
1AT5639X,曹在千,조재천,제4대,100004,제4대 민주당 경북 대구시정,1958.05.31 ~ 1960.07.28
JLG2988G,趙定勳,조정훈,제4대,100004,제4대 민주당 전북 남원군갑,1958.05.31 ~ 1960.07.28
N775786K,趙鍾昊,조종호,제4대,100004,제4대 무소속 충북 단양군,1958.05.31 ~ 1960.07.28
3I17114K,趙漢栢,조한백,제4대,100004,제4대 민주당 전북 김제군갑,1958.05.31 ~ 1960.07.28
UW22329P,朱金用,주금용,제4대,100004,제4대 무소속 경남 진해,1958.05.31 ~ 1960.07.28
QXO7136Z,朱秉煥,주병환,제4대,100004,제4대 민주당 경북 성주군,1958.05.31 ~ 1960.07.28
R1O54739,朱耀翰,주요한,제4대,100004,제4대 민주당 서울 중구갑,1958.05.31 ~ 1960.07.28
SFQ3609C,池榮璡,지영진,제4대,100004,제4대 자유당 경남 양산,1959.09.12 ~ 1960.07.28
SFQ3609C,池榮璡,지영진,제4대,100004,제4대 자유당 경남 양산군,1958.05.31 ~ 1959.07.22
EMR4804M,陳石中,진석중,제4대,100004,제4대 자유당 경남 거제,1958.05.31 ~ 1960.07.13
C5E1016K,陳馨夏,진형하,제4대,100004,제4대 민주당 충남 대전을,1958.05.31 ~ 1960.07.28
AYT10216,崔奎南,최규남,제4대,100004,제4대 자유당 서울 서대문구을,1958.05.31 ~ 1960.07.01
SCR9592A,崔圭鈺,최규옥,제4대,100004,제4대 자유당 강원 양구,1958.05.31 ~ 1960.07.01
16U2760I,崔秉權,최병권,제4대,100004,제4대 자유당 경북 울릉,1958.05.31 ~ 1960.07.28
HFQ1835Y,崔奭林,최석림,제4대,100004,제4대 무소속 경남 고성군,1958.05.31 ~ 1960.07.28
R3W4686C,崔容根,최용근,제4대,100004,제4대 자유당 강원 강릉,1958.05.31 ~ 1960.07.28
6JA7962J,崔仁圭,최인규,제4대,100004,제4대 자유당 경기 광주,1958.05.31 ~ 1960.05.03
0RV56457,崔昌燮,최창섭,제4대,100004,제4대 자유당 경남 합천군을,1958.05.31 ~ 1960.07.28
SHS9947V,崔天,최천,제4대,100004,제4대 민주당 경남 충무,1958.05.31 ~ 1960.07.28
KFJ9834X,崔熙松,최희송,제4대,100004,제4대 민주당 경북 대구시을,1958.09.29 ~ 1960.06.29
HV14991C,河泰煥,하태환,제4대,100004,제4대 자유당 경북 포항,1958.05.31 ~ 1960.07.28
C6O5831M,韓光錫,한광석,제4대,100004,제4대 자유당 충남 부여군갑,1958.05.31 ~ 1960.06.30
V9C9847B,韓根祖,한근조,제4대,100004,제4대 민주당 서울 종로구을,1958.05.31 ~ 1960.07.28
OQO9849Q,韓熙錫,한희석,제4대,100004,제4대 자유당 충남 천안갑,1958.05.31 ~ 1960.04.27
I242984F,許潤秀,허윤수,제4대,100004,제4대 민주당 경남 마산,1958.05.31 ~ 1960.07.28
O6K5681N,玄梧鳳,현오봉,제4대,100004,제4대 무소속 제주 남제주군,1958.05.31 ~ 1960.07.28
MZO9983Y,洪吉善,홍길선,제4대,100004,제4대 민주당 경기 수원,1958.05.31 ~ 1960.07.28
XT83880A,洪範熹,홍범희,제4대,100004,제4대 자유당 강원 원성,1958.05.31 ~ 1960.07.28
18O1551N,洪炳珏,홍병각,제4대,100004,제4대 자유당 충북 충주,1958.05.31 ~ 1960.07.28
43L9265F,洪鳳珍,홍봉진,제4대,100004,제4대 민주당 경기 화성을,1958.05.31 ~ 1960.07.28
OIL7910J,洪淳熙,홍순희,제4대,100004,제4대 민주당 전북 고창을,1958.05.31 ~ 1960.07.28
ATY3434S,洪承業,홍승업,제4대,100004,제4대 자유당 강원 고성,1958.05.31 ~ 1960.07.02
3AA37867,洪翼杓,홍익표,제4대,100004,제4대 민주당 경기 가평군,1958.05.31 ~ 1960.07.28
F5A5259M,黃聖秀,황성수,제4대,100004,제4대 자유당 전남 보성군,1959.09.12 ~ 1960.07.01
R0G3014U,黃淑玹,황숙현,제4대,100004,제4대 자유당 전남 광양,1958.05.31 ~ 1960.07.28
4IR7382A,黃虎鉉,황호현,제4대,100004,제4대 무소속 강원 평창군,1958.05.31 ~ 1960.07.28
85N15546,康慶玉,강경옥,제5대,100005,제5대 무소속 제주 2부,1960.07.29 ~ 1961.04.25
1TF1001R,姜鳳龍,강봉용,제5대,100005,제5대 민주당 경남 의령,1960.07.29 ~ 1961.05.16
YN67326D,姜昇求,강승구,제5대,100005,제5대 민주당 경기 양주군을,1960.07.29 ~ 1961.05.16
HF088064,姜永薰,강영훈,제5대,100005,제5대 민주당 경기 양주갑,1960.07.29 ~ 1960.08.15
G876371G,康才良,강재량,제5대,100005,제5대 민주당 제주 1부,1960.07.29 ~ 1961.05.16
R9J4567D,姜澤秀,강택수,제5대,100005,제5대 민주당 전북 1부,1960.07.29 ~ 1961.05.16
8FK1860S,桂珖淳,계광순,제5대,100005,제5대 민주당 강원 춘천,1960.07.29 ~ 1961.05.16
9EG1127Q,高奇奉,고기봉,제5대,100005,제5대 민주당 전남 구례,1960.07.29 ~ 1961.05.16
S5Q7808I,高湛龍,고담용,제5대,100005,제5대 민주당 제주 제주,1960.07.29 ~ 1961.05.16
0NZ2708N,高夢尤,고몽우,제5대,100005,제5대 민주당 전남 광산,1960.07.29 ~ 1961.05.16
1KR3234U,高永完,고영완,제5대,100005,제5대 민주당 전남 장흥,1960.07.29 ~ 1961.05.16
RMA28552,高羲東,고희동,제5대,100005,제5대 민주당 서울특별시,1960.07.29 ~ 1961.05.16
7GP9235Q,郭尙勳,곽상훈,제5대,100005,제5대 민주당 경기 인천시을,1960.07.29 ~ 1961.05.16
AT193722,郭泰珍,곽태진,제5대,100005,제5대 민주당 경북 고령,1960.07.29 ~ 1961.05.16
QIP4141M,權東哲,권동철,제5대,100005,제5대 무소속 경북 2부,1960.07.29 ~ 1961.05.16
L7X5327D,權仲敦,권중돈,제5대,100005,제5대 민주당 경북 영천군을,1960.07.29 ~ 1961.05.16
7A87156N,金甲洙,김갑수,제5대,100005,제5대 무소속 경기 안성,1960.07.29 ~ 1961.05.16
8M43642N,金光俊,김광준,제5대,100005,제5대 민주당 경북 울진군,1960.07.29 ~ 1961.05.16
70Y7025W,金基玲,김기령,제5대,100005,제5대 무소속 경북 상주을,1960.07.29 ~ 1961.05.16
1O93596A,金基鎔,김기용,제5대,100005,제5대 무소속 전남 고성,1961.04.24 ~ 1961.05.16
T5W7400K,金基喆,김기철,제5대,100005,제5대 민주당 충북 충주,1960.07.29 ~ 1961.05.16
KUF6353H,金南中,김남중,제5대,100005,제5대 무소속 전남 1부,1960.07.29 ~ 1961.05.16
BCQ6297D,金達範,김달범,제5대,100005,제5대 무소속 경남 2부,1960.07.29 ~ 1961.05.16
TB07212P,金大植,김대식,제5대,100005,제5대 무소속 강원 1부,1960.07.29 ~ 1961.03.08
0WP29701,金大中,김대중,제5대,100005,제5대 민주당 강원 인제,1961.05.13 ~ 1961.05.16
02E7012K,金度演,김도연,제5대,100005,제5대 민주당 서울 서대문구갑,1960.07.29 ~ 1961.05.16
E0I6813A,金東嗚,김동오,제5대,100005,제5대 민주당 서울 1부,1960.07.29 ~ 1961.05.16
PVZ78650,金東郁,김동욱,제5대,100005,"제5대 민주당 경남 부산시,서구을",1960.07.29 ~ 1961.05.16
CMG61541,金東鎬,김동호,제5대,100005,제5대 민주당 전남 담양,1960.07.29 ~ 1961.05.16
ZP91492N,金命洙,김명수,제5대,100005,"제5대 민주당 경남 부산시,동래구",1960.07.29 ~ 1961.05.16
KWZ9969H,金命潤,김명윤,제5대,100005,제5대 민주당 강원 강릉시,1960.07.29 ~ 1961.05.16
UD110506,金文玉,김문옥,제5대,100005,제5대 민주당 전남 목포,1960.07.29 ~ 1961.05.16
RXG5285Q,金秉魯,김병노,제5대,100005,제5대 민주당 강원 2부,1960.07.29 ~ 1961.05.16
NV02448B,金炳洙,김병수,제5대,100005,제5대 민주당 전남 장성,1960.07.29 ~ 1961.05.16
VZ71419D,金秉鎭,김병진,제5대,100005,제5대 민주당 경남 진해,1960.07.29 ~ 1961.05.16
XLZ6990T,金奉才,김봉재,제5대,100005,제5대 민주당 경남 창원을,1960.07.29 ~ 1961.05.16
YMG56294,金思萬,김사만,제5대,100005,제5대 민주당 충북 괴산,1961.05.13 ~ 1961.05.16
H5K9154H,金山,김산,제5대,100005,제5대 민주당 서울 서대문구을,1960.07.29 ~ 1961.05.16
B5N4494M,金相敦,김상돈,제5대,100005,제5대 민주당 서울 마포구,1960.07.29 ~ 1960.12.03
ZWN5573D,金相欽,김상흠,제5대,100005,제5대 무소속 전북 고창군을,1960.07.29 ~ 1961.05.16
Z5E7194O,金錫源,김석원,제5대,100005,제5대 무소속 서울 영등포구을,1960.07.29 ~ 1961.05.16
AXZ9493T,金錫柱,김석주,제5대,100005,제5대 민주당 전남 광양,1960.07.29 ~ 1961.05.16
9AY9596P,金善太,김선태,제5대,100005,제5대 민주당 전남 완도,1960.07.29 ~ 1961.05.16
DDI2886G,金成淑,김성숙,제5대,100005,제5대 한국사회당 제주 남제주,1960.07.29 ~ 1961.05.16
VUC7428W,金聲煥,김성환,제5대,100005,제5대 무소속 전북 정읍을,1961.05.13 ~ 1961.05.16
2B673556,金洗榮,김세영,제5대,100005,제5대 무소속 경북 김천,1960.07.29 ~ 1961.05.16
8C43597G,金始顯,김시현,제5대,100005,제5대 무소속 경북 안동갑,1960.07.29 ~ 1961.05.16
0TL2866I,金永求,김영구,제5대,100005,제5대 민주당 경기 포천,1960.07.29 ~ 1961.05.16
PB86833Y,金泳三,김영삼,제5대,100005,"제5대 민주당 경남 부산시,서구갑",1960.07.29 ~ 1961.05.16
H3L2284Y,金永善,김영선,제5대,100005,제5대 민주당 충남 보령군,1960.07.29 ~ 1961.05.16
G0F73951,金永修,김영수,제5대,100005,제5대 민주당 경북 영덕,1960.07.29 ~ 1961.05.16
GNB95655,金英煥,김영환,제5대,100005,제5대 무소속 충남 홍성,1960.07.29 ~ 1961.05.16
WOE8584A,金玉衡,김옥형,제5대,100005,제5대 민주당 전남 무안갑,1960.07.29 ~ 1961.05.16
BXL15030,金龍星,김용성,제5대,100005,제5대 민주당 경기 2부,1960.07.29 ~ 1961.05.16
UTF2042O,金龍周,김용주,제5대,100005,제5대 민주당 경남 1부,1960.07.29 ~ 1961.05.16
DQU56381,金容珍,김용진,제5대,100005,제5대 민주당 경남 진주,1960.07.29 ~ 1961.05.16
9CT6908G,金容煥,김용환,제5대,100005,제5대 민주당 전남 광주을 ,1960.07.29 ~ 1961.05.16
R0R5064P,金佑枰,김우평,제5대,100005,제5대 민주당 전남 여천,1960.07.29 ~ 1961.05.16
6W47398I,金元萬,김원만,제5대,100005,제5대 민주당 서울 용산구을,1960.07.29 ~ 1961.05.16
3303406C,金允植,김윤식,제5대,100005,제5대 민주당 경기 용인,1960.07.29 ~ 1961.05.16
FCH98394,金應祚,김응조,제5대,100005,제5대 무소속 강원 고성,1960.07.29 ~ 1961.05.16
IAJ7601G,金應柱,김응주,제5대,100005,"제5대 민주당 경남 부산시,중구",1960.07.29 ~ 1961.05.16
QHN2542J,金義澤,김의택,제5대,100005,제5대 민주당 전남 함평군,1960.07.29 ~ 1961.05.16
LBW3224V,金長涉,김장섭,제5대,100005,제5대 무소속 경북 2부,1960.07.29 ~ 1961.03.08
5GF49809,金裁坤,김재곤,제5대,100005,제5대 민주당 경기 인천갑,1960.07.29 ~ 1961.05.16
NPZ9074T,金在淳,김재순,제5대,100005,제5대 민주당 강원 양구,1960.07.29 ~ 1961.05.16
O932079W,金鍾吉,김종길,제5대,100005,제5대 민주당 경남 남해군,1961.05.13 ~ 1961.05.16
APG2250Q,金鍾海,김종해,제5대,100005,제5대 무소속 경북 월성갑,1960.07.29 ~ 1961.05.16
DN045207,金俊燮,김준섭,제5대,100005,제5대 민주당 강원 화천군,1960.07.29 ~ 1961.05.16
