국회의원코드,구분,의원이름(한자),구분코드,의원이름(한글),경력대수,경력대수코드,위원회 경력,활동기간
9U337234,위원회 경력,金龍學,P13,김용학,제16대,100016,제16대 2010년세계박람회유치특별위원회,2001.04.26 ~ 2002.05.29
9U337234,위원회 경력,金龍學,P13,김용학,제16대,100016,제16대 재해대책특별위원회,2001.02.16 ~ 2002.05.29
9U337234,위원회 경력,金龍學,P13,김용학,제16대,100016,제16대 농림해양수산위원회,2000.06.16 ~ 2001.11.13
9U337234,위원회 경력,金龍學,P13,김용학,제16대,100016,제16대 예산결산특별위원회,2000.06.16 ~ 2001.05.29
GTH3618V,위원회 경력,金龍煥,P13,김용환,제16대,100016,제16대 통일외교통상위원회,2003.07.01 ~ 2004.05.29
GTH3618V,위원회 경력,金龍煥,P13,김용환,제16대,100016,제16대 행정자치위원회,2002.07.11 ~ 2003.07.01
GTH3618V,위원회 경력,金龍煥,P13,김용환,제16대,100016,제16대 행정자치위원회,2000.06.16 ~ 2002.05.29
GTH3618V,위원회 경력,金龍煥,P13,김용환,제16대,100016,제16대 예산결산특별위원회,2000.06.16 ~ 2001.05.29
QG29833U,위원회 경력,金雲龍,P13,김운용,제16대,100016,제16대 과학기술정보통신위원회,2004.01.14 ~ 2004.05.29
QG29833U,위원회 경력,金雲龍,P13,김운용,제16대,100016,제16대 2010년평창동계올림픽유치특별위원회,2002.11.14 ~ 2003.07.31
QG29833U,위원회 경력,金雲龍,P13,김운용,제16대,100016,제16대 통일외교통상위원회,2002.07.11 ~ 2004.01.14
QG29833U,위원회 경력,金雲龍,P13,김운용,제16대,100016,제16대 통일외교통상위원회,2001.07.12 ~ 2002.05.29
QG29833U,위원회 경력,金雲龍,P13,김운용,제16대,100016,제16대 건설교통위원회,2001.07.11 ~ 2001.07.12
QG29833U,위원회 경력,金雲龍,P13,김운용,제16대,100016,제16대 통일외교통상위원회,2000.10.13 ~ 2001.07.11
QG29833U,위원회 경력,金雲龍,P13,김운용,제16대,100016,제16대 산업자원위원회,2000.10.12 ~ 2000.10.13
QG29833U,위원회 경력,金雲龍,P13,김운용,제16대,100016,제16대 통일외교통상위원회,2000.06.16 ~ 2000.10.12
4RF2451S,위원회 경력,金元基,P13,김원기,제16대,100016,제16대 교육위원회,2003.10.31 ~ 2004.05.29
4RF2451S,위원회 경력,金元基,P13,김원기,제16대,100016,제16대 통일외교통상위원회,2002.07.11 ~ 2003.10.31
4RF2451S,위원회 경력,金元基,P13,김원기,제16대,100016,제16대 산업자원위원회,2001.06.27 ~ 2002.05.29
4RF2451S,위원회 경력,金元基,P13,김원기,제16대,100016,제16대 건설교통위원회,2001.06.27 ~ 2001.06.27
4RF2451S,위원회 경력,金元基,P13,김원기,제16대,100016,제16대 산업자원위원회,2000.06.16 ~ 2001.06.27
YEB5724H,위원회 경력,金元吉,P13,김원길,제16대,100016,제16대 정무위원회,2002.07.11 ~ 2004.05.29
YEB5724H,위원회 경력,金元吉,P13,김원길,제16대,100016,제16대 환경노동위원회,2001.06.27 ~ 2002.05.29
YEB5724H,위원회 경력,金元吉,P13,김원길,제16대,100016,제16대 문화관광위원회,2001.06.26 ~ 2001.06.27
YEB5724H,위원회 경력,金元吉,P13,김원길,제16대,100016,제16대 환경노동위원회,2001.06.25 ~ 2001.06.26
YEB5724H,위원회 경력,金元吉,P13,김원길,제16대,100016,제16대 문화관광위원회,2001.06.22 ~ 2001.06.25
YEB5724H,위원회 경력,金元吉,P13,김원길,제16대,100016,제16대 환경노동위원회,2001.04.12 ~ 2001.06.22
YEB5724H,위원회 경력,金元吉,P13,김원길,제16대,100016,제16대 정무위원회,2000.06.16 ~ 2001.04.12
OKR39415,위원회 경력,金元雄,P13,김원웅,제16대,100016,제16대 과거사진상규명에관한특별위원회,2003.11.14 ~ 2004.05.29
OKR39415,위원회 경력,金元雄,P13,김원웅,제16대,100016,제16대 예산결산특별위원회,2003.06.05 ~ 2003.11.03
OKR39415,위원회 경력,金元雄,P13,김원웅,제16대,100016,제16대 환경노동위원회,2003.05.26 ~ 2004.05.29
OKR39415,위원회 경력,金元雄,P13,김원웅,제16대,100016,제16대 기후변화협약대책특별위원회,2002.09.24 ~ 2004.05.29
OKR39415,위원회 경력,金元雄,P13,김원웅,제16대,100016,제16대 과학기술정보통신위원회,2002.07.11 ~ 2003.05.26
OKR39415,위원회 경력,金元雄,P13,김원웅,제16대,100016,제16대 예산결산특별위원회,2002.04.19 ~ 2002.05.29
OKR39415,위원회 경력,金元雄,P13,김원웅,제16대,100016,제16대 통일외교통상위원회,2001.11.14 ~ 2002.05.29
OKR39415,위원회 경력,金元雄,P13,김원웅,제16대,100016,제16대 농림해양수산위원회,2001.11.13 ~ 2001.11.14
OKR39415,위원회 경력,金元雄,P13,김원웅,제16대,100016,제16대 통일외교통상위원회,2001.07.12 ~ 2001.11.13
OKR39415,위원회 경력,金元雄,P13,김원웅,제16대,100016,제16대 문화관광위원회,2001.07.11 ~ 2001.07.12
OKR39415,위원회 경력,金元雄,P13,김원웅,제16대,100016,제16대 예산결산특별위원회,2001.06.25 ~ 2002.04.17
OKR39415,위원회 경력,金元雄,P13,김원웅,제16대,100016,제16대 일본역사교과서왜곡시정을위한특별위원회,2001.05.22 ~ 2001.08.31
OKR39415,위원회 경력,金元雄,P13,김원웅,제16대,100016,제16대 기후변화협약대책특별위원회,2001.02.23 ~ 2002.05.29
OKR39415,위원회 경력,金元雄,P13,김원웅,제16대,100016,제16대 2002년월드컵등국제경기대회지원특별위원회,2001.02.09 ~ 2002.05.29
OKR39415,위원회 경력,金元雄,P13,김원웅,제16대,100016,제16대 통일외교통상위원회,2000.06.16 ~ 2001.07.11
OKR39415,위원회 경력,金元雄,P13,김원웅,제16대,100016,제16대 예산결산특별위원회,2000.06.16 ~ 2001.05.29
EH73790O,위원회 경력,金允式,P13,김윤식,제16대,100016,제16대 보훈특별위원회,2003.08.25 ~ 2003.12.26
EH73790O,위원회 경력,金允式,P13,김윤식,제16대,100016,제16대 윤리특별위원회,2003.08.11 ~ 2003.12.26
EH73790O,위원회 경력,金允式,P13,김윤식,제16대,100016,제16대 공적자금국정조사특별위원회,2002.08.30 ~ 2003.12.26
EH73790O,위원회 경력,金允式,P13,김윤식,제16대,100016,제16대 정무위원회,2002.07.11 ~ 2003.12.26
EH73790O,위원회 경력,金允式,P13,김윤식,제16대,100016,제16대 실업대책특별위원회,2001.03.23 ~ 2002.05.29
EH73790O,위원회 경력,金允式,P13,김윤식,제16대,100016,제16대 기후변화협약대책특별위원회,2001.02.23 ~ 2002.05.29
EH73790O,위원회 경력,金允式,P13,김윤식,제16대,100016,제16대 한빛은행대출관련의혹사건등의진상조사를위한국정조사특별위원회,2001.01.16 ~ 2001.01.20
EH73790O,위원회 경력,金允式,P13,김윤식,제16대,100016,제16대 건설교통위원회,2000.06.16 ~ 2002.05.29
UY23844S,위원회 경력,金一潤,P13,김일윤,제16대,100016,제16대 2003년대구하계유니버시아드대회지원특별위원회,2003.04.23 ~ 2003.08.31
UY23844S,위원회 경력,金一潤,P13,김일윤,제16대,100016,제16대 문화관광위원회,2002.08.20 ~ 2004.05.29
UY23844S,위원회 경력,金一潤,P13,김일윤,제16대,100016,제16대 법제사법위원회,2002.08.19 ~ 2002.08.20
UY23844S,위원회 경력,金一潤,P13,김일윤,제16대,100016,제16대 문화관광위원회,2002.07.11 ~ 2002.08.19
UY23844S,위원회 경력,金一潤,P13,김일윤,제16대,100016,제16대 문화관광위원회,2002.04.26 ~ 2002.05.29
UY23844S,위원회 경력,金一潤,P13,김일윤,제16대,100016,제16대 행정자치위원회,2002.04.25 ~ 2002.04.26
UY23844S,위원회 경력,金一潤,P13,김일윤,제16대,100016,제16대 예산결산특별위원회,2002.04.19 ~ 2002.05.29
UY23844S,위원회 경력,金一潤,P13,김일윤,제16대,100016,제16대 문화관광위원회,2001.07.11 ~ 2002.04.25
UY23844S,위원회 경력,金一潤,P13,김일윤,제16대,100016,제16대 행정자치위원회,2001.07.10 ~ 2001.07.11
UY23844S,위원회 경력,金一潤,P13,김일윤,제16대,100016,제16대 예산결산특별위원회,2001.06.25 ~ 2002.04.17
UY23844S,위원회 경력,金一潤,P13,김일윤,제16대,100016,제16대 문화관광위원회,2001.02.27 ~ 2001.07.10
UY23844S,위원회 경력,金一潤,P13,김일윤,제16대,100016,제16대 행정자치위원회,2001.02.26 ~ 2001.02.27
UY23844S,위원회 경력,金一潤,P13,김일윤,제16대,100016,제16대 예산결산특별위원회,2000.11.28 ~ 2001.05.29
UY23844S,위원회 경력,金一潤,P13,김일윤,제16대,100016,제16대 문화관광위원회,2000.06.16 ~ 2001.02.26
9406274S,위원회 경력,金政夫,P13,김정부,제16대,100016,제16대 재정제도개혁특별위원회,2003.08.25 ~ 2004.05.29
9406274S,위원회 경력,金政夫,P13,김정부,제16대,100016,제16대 예산결산특별위원회,2003.06.05 ~ 2004.05.29
9406274S,위원회 경력,金政夫,P13,김정부,제16대,100016,제16대 2003년대구하계유니버시아드대회지원특별위원회,2003.04.23 ~ 2003.08.31
9406274S,위원회 경력,金政夫,P13,김정부,제16대,100016,제16대 대법관(고현철)임명동의에관한인사청문특별위원회,2003.02.04 ~ 2003.02.17
9406274S,위원회 경력,金政夫,P13,김정부,제16대,100016,제16대 남북관계발전지원특별위원회,2002.11.14 ~ 2004.05.29
9406274S,위원회 경력,金政夫,P13,김정부,제16대,100016,제16대 재정경제위원회,2002.09.10 ~ 2004.05.29
O4X7540B,위원회 경력,金貞淑,P13,김정숙,제16대,100016,제16대 감사원장(윤성식)임명동의에관한인사청문특별위원회,2003.09.15 ~ 2003.09.26
O4X7540B,위원회 경력,金貞淑,P13,김정숙,제16대,100016,제16대 여성위원회,2002.07.11 ~ 2004.05.29
O4X7540B,위원회 경력,金貞淑,P13,김정숙,제16대,100016,제16대 교육위원회,2002.07.11 ~ 2004.05.29
O4X7540B,위원회 경력,金貞淑,P13,김정숙,제16대,100016,제16대 예산결산특별위원회,2002.04.19 ~ 2002.05.29
O4X7540B,위원회 경력,金貞淑,P13,김정숙,제16대,100016,제16대 여성위원회,2002.04.08 ~ 2002.05.29
O4X7540B,위원회 경력,金貞淑,P13,김정숙,제16대,100016,제16대 예산결산특별위원회,2001.11.14 ~ 2002.04.17
O4X7540B,위원회 경력,金貞淑,P13,김정숙,제16대,100016,제16대 교육위원회,2000.08.19 ~ 2002.05.29
O4X7540B,위원회 경력,金貞淑,P13,김정숙,제16대,100016,제16대 행정자치위원회,2000.08.18 ~ 2000.08.19
O4X7540B,위원회 경력,金貞淑,P13,김정숙,제16대,100016,제16대 국회운영위원회,2000.06.23 ~ 2001.11.05
O4X7540B,위원회 경력,金貞淑,P13,김정숙,제16대,100016,제16대 여성특별위원회,2000.06.16 ~ 2002.03.07
O4X7540B,위원회 경력,金貞淑,P13,김정숙,제16대,100016,제16대 예산결산특별위원회,2000.06.16 ~ 2001.05.29
O4X7540B,위원회 경력,金貞淑,P13,김정숙,제16대,100016,제16대 교육위원회,2000.06.16 ~ 2000.08.18
PAR7137B,위원회 경력,金鍾泌,P13,김종필,제16대,100016,제16대 국방위원회,2002.07.11 ~ 2004.05.29
PAR7137B,위원회 경력,金鍾泌,P13,김종필,제16대,100016,제16대 과학기술정보통신위원회,2000.06.16 ~ 2002.05.29
HZI5846H,위원회 경력,金鍾河,P13,김종하,제16대,100016,제16대 통일외교통상위원회,2002.07.11 ~ 2004.05.29
HZI5846H,위원회 경력,金鍾河,P13,김종하,제16대,100016,제16대 통일외교통상위원회,2001.06.16 ~ 2002.05.29
HZI5846H,위원회 경력,金鍾河,P13,김종하,제16대,100016,제16대 국방위원회,2001.06.15 ~ 2001.06.16
HZI5846H,위원회 경력,金鍾河,P13,김종하,제16대,100016,제16대 통일외교통상위원회,2000.11.30 ~ 2001.06.15
HZI5846H,위원회 경력,金鍾河,P13,김종하,제16대,100016,제16대 환경노동위원회,2000.11.30 ~ 2000.11.30
HZI5846H,위원회 경력,金鍾河,P13,김종하,제16대,100016,제16대 통일외교통상위원회,2000.06.16 ~ 2000.11.30
OQ09860C,위원회 경력,金宗鎬,P13,김종호,제16대,100016,제16대 통일외교통상위원회,2002.07.11 ~ 2004.03.23
OQ09860C,위원회 경력,金宗鎬,P13,김종호,제16대,100016,제16대 통일외교통상위원회,2001.12.14 ~ 2002.05.29
OQ09860C,위원회 경력,金宗鎬,P13,김종호,제16대,100016,제16대 법제사법위원회,2001.12.13 ~ 2001.12.14
OQ09860C,위원회 경력,金宗鎬,P13,김종호,제16대,100016,제16대 통일외교통상위원회,2001.12.04 ~ 2001.12.13
OQ09860C,위원회 경력,金宗鎬,P13,김종호,제16대,100016,제16대 법제사법위원회,2001.11.30 ~ 2001.12.04
OQ09860C,위원회 경력,金宗鎬,P13,김종호,제16대,100016,제16대 통일외교통상위원회,2001.11.23 ~ 2001.11.30
OQ09860C,위원회 경력,金宗鎬,P13,김종호,제16대,100016,제16대 법제사법위원회,2001.11.22 ~ 2001.11.23
OQ09860C,위원회 경력,金宗鎬,P13,김종호,제16대,100016,제16대 통일외교통상위원회,2001.11.20 ~ 2001.11.22
OQ09860C,위원회 경력,金宗鎬,P13,김종호,제16대,100016,제16대 법제사법위원회,2001.11.19 ~ 2001.11.20
OQ09860C,위원회 경력,金宗鎬,P13,김종호,제16대,100016,제16대 통일외교통상위원회,2000.10.18 ~ 2001.11.19
OQ09860C,위원회 경력,金宗鎬,P13,김종호,제16대,100016,제16대 건설교통위원회,2000.10.17 ~ 2000.10.18
OQ09860C,위원회 경력,金宗鎬,P13,김종호,제16대,100016,제16대 통일외교통상위원회,2000.10.16 ~ 2000.10.17
OQ09860C,위원회 경력,金宗鎬,P13,김종호,제16대,100016,제16대 정무위원회,2000.10.16 ~ 2000.10.16
OQ09860C,위원회 경력,金宗鎬,P13,김종호,제16대,100016,제16대 통일외교통상위원회,2000.10.13 ~ 2000.10.16
OQ09860C,위원회 경력,金宗鎬,P13,김종호,제16대,100016,제16대 문화관광위원회,2000.10.12 ~ 2000.10.13
OQ09860C,위원회 경력,金宗鎬,P13,김종호,제16대,100016,제16대 통일외교통상위원회,2000.06.16 ~ 2000.10.12
IQX29457,위원회 경력,金鎭載,P13,김진재,제16대,100016,제16대 과학기술정보통신위원회,2002.07.11 ~ 2004.05.29
IQX29457,위원회 경력,金鎭載,P13,김진재,제16대,100016,제16대 과학기술정보통신위원회,2002.01.23 ~ 2002.05.29
IQX29457,위원회 경력,金鎭載,P13,김진재,제16대,100016,제16대 건설교통위원회,2001.12.24 ~ 2002.01.23
IQX29457,위원회 경력,金鎭載,P13,김진재,제16대,100016,제16대 2002년월드컵등국제경기대회지원특별위원회,2001.02.09 ~ 2002.05.29
IQX29457,위원회 경력,金鎭載,P13,김진재,제16대,100016,제16대 과학기술정보통신위원회,2000.06.16 ~ 2001.12.24
DPP5766B,위원회 경력,金燦于,P13,김찬우,제16대,100016,제16대 보건복지위원회,2002.07.11 ~ 2004.05.29
DPP5766B,위원회 경력,金燦于,P13,김찬우,제16대,100016,제16대 보건복지위원회,2000.06.16 ~ 2002.05.29
ERX2058H,위원회 경력,金忠兆,P13,김충조,제16대,100016,제16대 국무총리후보자(고건)에관한인사청문특별위원회,2003.02.08 ~ 2003.02.26
ERX2058H,위원회 경력,金忠兆,P13,김충조,제16대,100016,제16대 2010년세계박람회유치특별위원회,2002.09.24 ~ 2002.12.31
ERX2058H,위원회 경력,金忠兆,P13,김충조,제16대,100016,제16대 국무총리(장대환)임명동의에관한인사청문특별위원회,2002.08.19 ~ 2002.08.19
ERX2058H,위원회 경력,金忠兆,P13,김충조,제16대,100016,제16대 행정자치위원회,2002.07.11 ~ 2004.05.29
ERX2058H,위원회 경력,金忠兆,P13,김충조,제16대,100016,제16대 예산결산특별위원회,2001.06.25 ~ 2002.05.29
ERX2058H,위원회 경력,金忠兆,P13,김충조,제16대,100016,제16대 2010년세계박람회유치특별위원회,2001.04.26 ~ 2002.05.29
ERX2058H,위원회 경력,金忠兆,P13,김충조,제16대,100016,제16대 예산결산특별위원회,2001.04.06 ~ 2001.05.29
ERX2058H,위원회 경력,金忠兆,P13,김충조,제16대,100016,제16대 행정자치위원회,2000.06.16 ~ 2002.05.29
UWR1927I,위원회 경력,金台植,P13,김태식,제16대,100016,제16대 보건복지위원회,2002.09.10 ~ 2004.05.29
UWR1927I,위원회 경력,金台植,P13,김태식,제16대,100016,제16대 환경노동위원회,2002.07.11 ~ 2002.09.10
UWR1927I,위원회 경력,金台植,P13,김태식,제16대,100016,제16대 최근일련의언론사태진상규명을위한국정조사특별위원회,2001.08.21 ~ 2004.05.29
UWR1927I,위원회 경력,金台植,P13,김태식,제16대,100016,제16대 재정경제위원회,2000.07.24 ~ 2002.05.29
UWR1927I,위원회 경력,金台植,P13,김태식,제16대,100016,제16대 과학기술정보통신위원회,2000.07.24 ~ 2000.07.24
UWR1927I,위원회 경력,金台植,P13,김태식,제16대,100016,제16대 재정경제위원회,2000.06.16 ~ 2000.07.24
DTM59312,위원회 경력,金泰鎬,P13,김태호,제16대,100016,제16대 국방위원회,2000.06.16 ~ 2002.05.29
17671841,위원회 경력,金泰弘,P13,김태홍,제16대,100016,제16대 예산결산특별위원회,2003.10.14 ~ 2004.05.29
17671841,위원회 경력,金泰弘,P13,김태홍,제16대,100016,제16대 감사원장(윤성식)임명동의에관한인사청문특별위원회,2003.09.24 ~ 2003.09.26
17671841,위원회 경력,金泰弘,P13,김태홍,제16대,100016,제16대 산업자원위원회,2002.07.11 ~ 2004.05.29
17671841,위원회 경력,金泰弘,P13,김태홍,제16대,100016,제16대 보건복지위원회,2001.07.11 ~ 2002.05.29
17671841,위원회 경력,金泰弘,P13,김태홍,제16대,100016,제16대 문화관광위원회,2001.07.10 ~ 2001.07.11
17671841,위원회 경력,金泰弘,P13,김태홍,제16대,100016,제16대 보건복지위원회,2000.06.16 ~ 2001.07.10
HG726977,위원회 경력,金宅起,P13,김택기,제16대,100016,제16대 정치개혁특별위원회,2002.11.07 ~ 2003.12.31
HG726977,위원회 경력,金宅起,P13,김택기,제16대,100016,제16대 산업자원위원회,2002.07.11 ~ 2004.05.29
HG726977,위원회 경력,金宅起,P13,김택기,제16대,100016,제16대 예산결산특별위원회,2002.04.19 ~ 2002.05.29
